Column,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,Name_Ac_Title,Names,Occupation,Occupation_General,Occupation_Rank,Ad_Society,Place,place_reconciled,Qid,coordinate_location,country_reconciled,Country,Original_LINE
130,1877,GEG,OM,,OUT,113,,H. Kuchczynski,Cand. jur.,Hochschulwesen,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"H. Kuchczynski|, Cand. jur. in Riga."
131,1877,GEG,OM,,OUT,114,,Anna Baronesse Krüdener,,Frau,,,Wolmar,Valmiera,Q108037,"57.538055555556,25.423055555556",Latvia,,Anna Baronesse Krüdener| in Wolmor.
132,1877,GEG,OM,,OUT,115,,A. Kurrikoff,Pastor,Pfarrwesen,,,Turgel,Türi,Q141796,"58.809444444444,25.429166666667",Estonia,Livland,"A. Kurrikoff|, Pastor zu Turgel in Livland."
133,1877,GEG,OM,,OUT,116,,Andreas Lurk,Elementarlehrer,Schulwesen,,,Weißenstein,Paide,Q45114,"58.883333333333,25.566666666667",Estonia,,"Andreas Lurk|, Elementarlehrer in Weißenstein."
134,1877,GEG,OM,,OUT,117,Dr.,Baron Laudon,,,,,Keysen,Ēvele,Q20529637,"57.69833333,25.56833333",Latvia,,*2Mctor Baron Laudon| zu Keysen.
135,1877,GEG,OM,,OUT,118,,C. Laaland,Pastor,Pfarrwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"C. Laaland|, Pastor in Petersburg."
136,1877,GEG,OM,,OUT,119,,G. v. Liphart,Dimitt. Landrath,Verwaltung,,,Rathshof,Raadi,Q985032,"57.7625,27.306666666667",Estonia,,"G. v. Liphart|, dim. Landrath, zu Rathshof."
137,1877,GEG,OM,,OUT,120,Mag.,A. Martinoff,Kaplan der Kirche des heiligen Johannes von Jerusalem,Pfarrwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"Mag. A. Martinoff|, Kaplan der Kirche d. h. Johannes von Jerusalem in Peterburg."
138,1877,GEG,OM,,OUT,121,,C. Malm,Pastor,Pfarrwesen,,,Rappel (Estland),Rapla,Q215971,"58.994444444444,24.801111111111",Estonia,,"C. Malm|, Pastor zu Rappel (Estland)."
139,1877,GEG,OM,,OUT,122,,K. Mühlenthal,Arzt,Medizin,,,Neuhausen,Vastseliina,Q2981703,"57.731944444444,27.281944444444",Estonia,,"K. Mühlenthal|, Arzt in Neuhausen."
140,1877,GEG,OM,,OUT,123,,G. Masing,Pastor,Pfarrwesen,,,Neuhausen,Vastseliina,Q2981703,"57.731944444444,27.281944444444",Estonia,,"G. Masing|, Pastor zu Neuhausen."
141,1877,GEG,OM,,OUT,124,,I. Masing,Pastor,Pfarrwesen,,,Rappin,Räpina,Q1483558,"58.097777777778,27.464166666667",Estonia,,"I. Masing|, Pastor zu Rappin."
142,1877,GEG,OM,,OUT,125,,Constantin Mettig,Lehrer am Gymnasium ,Schulwesen,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"Constantin Mettig|, Lehrer am Gymnasium zu Riga."
143,1877,GEG,OM,,OUT,126,Dr. med.,Eduard Miram,,,,,,,,,,,"Eduard Miram|, Dr. med."
144,1877,GEG,OM,,OUT,127,,C. Pödder,Buchhalter,Bankwesen,,,Moskau,Moscow,Q649,"55.755833333333,37.617777777778",Russia,,"C. Pödder|, Buchhalter in Moskau."
145,1877,GEG,OM,,OUT,128,,G. Rosenpflanzer,Oberverwalter,Verwaltung,,,Rathshof,Raadi,Q985032,"57.7625,27.306666666667",Estonia,,"G. Rosenpslanzer|, Oberverw. in Rathshof."
146,1877,GEG,OM,,OUT,129,Dr.,A. Schmiedeberg,Professor der Pharmakologie,Hochschulwesen,,,Straßburg i. E.,Strasbourg,Q6602,"48.573333333333,7.7522222222222",France,,"Dr. A. Schmiedeberg|, Professor der Pharma-kologie in Straßburg i. E."
147,1877,GEG,OM,,OUT,130,,C. v. Sengbusch-Launekalln,,,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,C. v. S engbusch-Launekaln| in Riga.
148,1877,GEG,OM,,OUT,131,,Jegor v. Sivers,Professor der Landwirthschaft am Polytechnikum,Hochschulwesen,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"Jegor v. Sivers|, Professor der Landwirthschaft am Polytechnikum in Riga."
149,1877,GEG,OM,,OUT,132,,I. Schiskan,,,,,,,,,,,I. Schiskan|.
150,1877,GEG,OM,,OUT,133,,Carl Stein,Pastor,Pfarrwesen,,,Alchen,Alchen,,,,,"Carl Stein|, Pastor in Alchen."
151,1877,GEG,OM,,OUT,134,,H. Schnakenburg,Dimitt. Stadtältermann,Handel,,,Riga,Riga,Q1773,"56.9475,24.106944444444",Latvia,,"H. Schnakenburg|, dim. Stadtältermann in Riga."
152,1877,GEG,OM,,OUT,135,,Ad. Schreiber,Kaufmann,Handel,,,Bremen,Bremen,Q24879,"53.076944444444,8.8088888888889",Germany,,"Ad. Schreiber|, Kaufmann in Bremen."
153,1877,GEG,OM,,OUT,136,,C. Toepffer,Pastor,Pfarrwesen,,,Talkhof,Puurmani,Q3477562,"58.576111111111,26.288333333333",Estonia,,"C. Toepffer|, Pastor zu Talkhos."
154,1877,GEG,OM,,OUT,137,,Alexis Graf Uwarow,"Kammerherr, Präsident der archäologischen Gesellschaft",society,Kammerherr,Die archäologische Gesellschaft zu Moskau,Moskau,Moscow,Q649,"55.755833333333,37.617777777778",Russia,,"Alexis Graf Uwarow|, Kammerherr, Präsident der archäologischen Gesellschaft in Moskau."
155,1877,GEG,OM,,OUT,138,,Nicolai v. Wahl,,,,,Pajus,Pajusi,Q3465378,"58.705277777778,25.94",Estonia,,Nicolai v. Wahl| in Pajus.
156,1877,GEG,OM,,OUT,139,,Fr. Wachtsmuth,Lehrer,Schulwesen,,,Mitau,Jelgava,Q179830,"56.652222222222,23.724444444444",Latvia,,"Fr. Wachtsmuth|, Lehrer in Mitau."
157,1877,GEG,CM,HL,,1,,Jaan Adamsohn,Dorfschulmeister,Schulwesen,,,Holssershof (Paistel),Paistu,Q3466616,"58.270833333333,25.624444444444",Estonia,,"Jaan Adamsohn|, Dorfschulmeister in  Hols-fershof (Paistel)."
158,1877,GEG,CM,HL,,2,,Joh. Reinh. Aspelin,,,,,Helsingfors,Helsinki,Q1757,"60.17556,24.93417",Finland,,Joh. Reinh. Aspelin| in Helsingfors.
159,1877,GEG,CM,HL,,3,,Aul. Bergmann,"Dimitt. Lehrer des Tulaschen Cadettencorps, Coll.-Rath",Schulwesen,Kollegienrat,,Mitau,Jelgava,Q179830,"56.652222222222,23.724444444444",Latvia,,"Aul. Bergmann|, dimitt. Lehrer des Tulaschen Cadettencorps, Coll.-Rath, in Mitau."
160,1877,GEG,CM,HL,,4,Cand.,Friedrich Bienemann,Oberlehrer an der Domschule ,Schulwesen,,,Reval,Tallinn,Q1770,"59.437222222222,24.745",Estonia,,"Cand. Friedrich Bienemann|, Oberlehret an der Domschule zu Reval."
161,1877,GEG,CM,HL,,5,Dr.,O. Donner,Professor der vergleichenden Sprach-Wissenschaft,Hochschulwesen,,,Helsingfors,Helsinki,Q1757,"60.17556,24.93417",Finland,,"Dr. O. Donner|, Professor der vergl. Sprach-Wissenschaft, in Helsingfors."
162,1877,GEG,CM,HL,,6,,H. Diederichs,Oberlehrer,Schulwesen,,,Mitau,Jelgava,Q179830,"56.652222222222,23.724444444444",Latvia,,"H. Dieder ichs|,  Oberlehrer in Mitau."
163,1877,GEG,CM,HL,,7,Dr.,O. Duhmberg,,,,,Barnaul,Barnaul,Q6014,"53.356666666667,83.787222222222",Russia,,Dr. O'. Duhmberg| in Barnaul.
164,1877,GEG,CM,HL,,8,Dr.,I. Gorloff,Professor der politischen Oekonomie,Hochschulwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"Dr. I. Gorloff|, Professor der politischen Oeko-nomie in St. Petersburg."
165,1877,GEG,CM,HL,,9,Dr.,A. Gahlnbäck,Schuldirector,Schulwesen,,,Reval,Tallinn,Q1770,"59.437222222222,24.745",Estonia,,"Dr. A. Gahlnbäck|, Schuldirector in Reval."
166,1877,GEG,CM,HL,,10,,Aug. Hermann,Stud. theol.,Hochschulwesen,,,Dorpat,Tartu,Q13972,"58.38,26.7225",Estonia,,"Aug. Hermann|, Stud. theol. in Dorpat."
167,1877,GEG,CM,HL,,11,,H. Holzmayer,Oberlehrer,Schulwesen,,,Arensburg,Kuressaare,Q188179,"58.253333333333,22.486111111111",Estonia,,"H. Holzmayer|, Oberlehrer in Arensburg."
168,1877,GEG,CM,HL,,12,,Th. Jversenn,,,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,Th. Jversenn| in St. Petersburg.
169,1877,GEG,CM,HL,,13,,C. R. Jacobson,Gutsbesitzer,Besitzbürgertum,,,Fennern,Vändra,Q1805635,"58.648333333333,25.031666666667",Estonia,,"C. R. Jacobson|, Gutsbesi^er in Fennern."
170,1877,GEG,CM,HL,,14,,Georg Knüpffer,Pastor,Pfarrwesen,,,Ampel,Ambla,Q2842107,"59.192222222222,25.839166666667",Estonia,,"Georg Knüpfser|, Pastor m Ampeln."
171,1877,GEG,CM,HL,,15,Dr.,B. Köhne,Wirkl. Staatsrath,rank,Wirklicher Staatsrat (Russland),,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"Dr. B. Köhne|, wirkl. St.-Rath, in St. Petersburg."
172,1877,GEG,CM,HL,,16,,M. Körber,Dimitt. Pastor,Pfarrwesen,,,Arensburg,Kuressaare,Q188179,"58.253333333333,22.486111111111",Estonia,,"M. Körber|, dim. Pastor in Arensburg."
173,1877,GEG,CM,HL,,17,,I. Laosson,Lehrer,Schulwesen,,,Tarwast,Tarvastu,Q3130504,"58.230555555556,25.893055555556",Estonia,,"I. Laosson|, Lehrer in Tarwast."
174,1877,GEG,CM,HL,,18,,Johann Mielberg,,,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,Johann Mielberg| in St. Petersburg.
175,1877,GEG,CM,HL,,19,Dr.,Mierzinsky,Professor der klassischen Philologie,Hochschulwesen,,,Warschau,Warsaw,Q270,"52.23,21.011111111111113",Poland,,"Dr. Mierzinsky|, Professor der klass. Philologie in Warschau."
176,1877,GEG,CM,HL,,20,,I. Nocks,Schuldirector-Gehilfe,Schulwesen,,,Reval,Tallinn,Q1770,"59.437222222222,24.745",Estonia,,"I. Nocks|, Schuldirector-Gehilfe in Reval."
177,1877,GEG,CM,HL,,21,Dr.,Radloff,Inspector der tartarischen Schulen,Schulwesen,,,Kasan,Kazan,Q900,"55.790833333333,49.114444444444",Russia,,"Dr. Radloff|, Jnspector der tartarischen Schulen in Kasan."
178,1877,GEG,CM,HL,,22,,C. Nußwurm,Dimitt. Schulinspector,Schulwesen,,,Reval,Tallinn,Q1770,"59.437222222222,24.745",Estonia,,"C. Nußwurm|, dimitt. Schulinspector in Reval."
179,1877,GEG,CM,HL,,23,,A. Schiesner,Akademiker,Hochschulwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"A. Schiesner|, Akademiker in St. Petersburg."
180,1877,GEG,CM,HL,,24,Mag.,Fr. Schmidt,Akademiker,Hochschulwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"Mag. Fr. Schmidt|, Akademiker in St. Petersburg."
181,1877,GEG,CM,HL,,25,Dr.,Th. Struve,Director des Gymnasiums des pädagogischen Instituts,Schulwesen,,,St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",Russia,,"Dr. Th. Struve|, Director des Gymnasiums des pädagogischen Instituts in St. Petersburg."
182,1877,GEG,CM,HL,,26,,H. Withner,Küster,Pfarrwesen,,,Tarwast,Tarvastu,Q3130504,"58.230555555556,25.893055555556",Estonia,,"H. Withner|, Küster in Tarwast."
183,1877,GEG,CM,HL,,27,,A. I. Wagin,Gymnasiallehrer,Schulwesen,,,Irkutzk,Irkutsk,Q6576,"52.283333333333,104.3",Russia,,"A. I. Wagin|, Gymnasiallehrer in Jrkutzk."
184,1877,GEG,CM,AB,,28,Dr.,I. Altmann,,,,,Berlin,Berlin,Q64,"52.516666666667,13.383333333333",Germany,,Dr. I. Altmann| in Berlin.
185,1877,GEG,CM,AB,,29,Dr.,Josef Bubenz,Bibliothekar,Buchwesen,,,Budapest,Budapest,Q1781,"47.498333333333,19.040833333333",Hungary,,"Dr. Josef Bubenz|, Bibliothekar in Budapest."
186,1877,GEG,CM,AB,,30,Dr.,H. Bruns,Professor an der Universität in Berlin,Hochschulwesen,,,Berlin,Berlin,Q64,"52.516666666667,13.383333333333",Germany,,"Dr. H. Bruns|, Professor an der Universität in Berlin."
187,1877,GEG,CM,AB,,31,Dr.,Emil Bretschneider,Gesandtschaftsarzt,Medizin,,,Peking,Beijing,Q956,"39.90403,116.407526",People's Republic of China,,"Dr. Emil Bretschneider|, Gesandtschaftsarzt in Peking."
188,1877,GEG,CM,AB,,32,Dr.,Sophus Bugge,Professor an der Universität in Christiania,Hochschulwesen,,,Christiania,Oslo,Q585,"59.913333333333334,10.738888888888889",Norway,,"Dr. Sophus Bngge|, Professor ct. d. Universität in Christiania."
189,1877,GEG,CM,AB,,33,,L. Haan,Evang. Pastor,Pfarrwesen,,,Bekes Czaba,Békéscsaba,Q178878,"46.683333333333,21.083333333333",Hungary,Ungarn,"L. Haan|, evang. Pastor in Bekes Czaba in Ungarn."
190,1877,GEG,CM,AB,,34,,Carl Hernmark,Canzlei-Director des Justiz-Ministeriums,Juristerei,,,Stockholm,Stockholm,Q1754,"59.329444444444,18.068611111111",Sweden,,"Carl Hernmark|, Canzlei-Director des Justiz-Ministeriums in Stockholm."
191,1877,GEG,CM,AB,,35,Dr.,C. Höhlbaum,,,,,Göttingen,Göttingen,Q3033,"51.533888888889,9.9355555555556",Germany,,Dr. C. Höhlbaum| in Göttingen.
192,1877,GEG,CM,AB,,36,Cand.,E. Kluge,,,,,Altona,Altona,Q1630,"53.55,9.9333",Germany,,Cand. E. Kluge| in Altona.
193,1877,GEG,CM,AB,,37,Dr.,Kohl,Stadtbibliothekar,Buchwesen,,,Bremen,Bremen,Q24879,"53.076944444444,8.8088888888889",Germany,,"Dr. Kohl|, Stadtbibliothekar in Bremen."
194,1877,GEG,CM,AB,,38,Dr.,K. Koppmann,,,,,Barmbek bei Hamburg,Barmbek,Q808342,"53.5828,10.041",Germany,,Dr. K. Koppmann| in Barmbek bei Hamburg.
195,1877,GEG,CM,AB,,39,Dr.,August Leskien,Professor,Hochschulwesen,,,Leipzig,Leipzig,Q2079,"51.34,12.375",Germany,,"Dr. August Leskien|, Professor in Leipzig."
196,1877,GEG,CM,AB,,40,Dr.,W. Lexis,Professor,Hochschulwesen,,,Freiburg i. B.,Freiburg im Breisgau,Q2833,"47.995,7.85",Germany,,"Dr. W. Lexis|, Professor in Freiburg i. B."
197,1877,GEG,CM,AB,,41,Dr.,F. Lundberg,Professor der Veterinär-Medizin,Hochschulwesen,,,Stockholm,Stockholm,Q1754,"59.329444444444,18.068611111111",Sweden,,"Dr. F. Lundberg|, Professor der Veterinair-Med. in Stockholm."
198,1877,GEG,CM,AB,,42,Dr.,E. Lohmeyer,Professor,Hochschulwesen,,,Königsberg,Kaliningrad,Q1829,"54.716666666667,20.5",Russia,,"Dr. E. Lohmeyer|, Professor in Königsberg."
199,1877,GEG,CM,AB,,43,Dr.,Frd. Löwe,,,,,Stuttgart,Stuttgart,Q1022,"48.7775,9.18",Germany,,Dr. Frd. Löwe| in Stuttgart.
200,1877,GEG,CM,AB,,44,Dr.,W. Maurenbrecher,Professor,Hochschulwesen,,,Bonn,Bonn,Q586,"50.733888888889,7.0997222222222",Germany,,"Dr. W. Maurenbrecher|, Professor in Bonn."
201,1877,GEG,CM,AB,,45,Dr.,W. Mannhardt,,,,,Danzig,Gdańsk,Q1792,"54.35,18.666666666666668",Poland,,Dr. W. Mannhardt| in Danzig.
202,1877,GEG,CM,AB,,46,Dr.,O. Montelius,Conservator am Reichs-Museum,Verwaltung,,,Stockholm,Stockholm,Q1754,"59.329444444444,18.068611111111",Sweden,,"Dr. O. Montelius|, Conservator am Reichs-Museum in Stockholm."
203,1877,GEG,CM,AB,,47,Dr.,K. Nöldeke,Professor der orientalischen Sprachen,Hochschulwesen,,,Straßburg i. E.,Strasbourg,Q6602,"48.573333333333,7.7522222222222",France,,"Dr. K. Nöldeke|, Professor der oriental. Sprachen in Straßburg i. E."
204,1877,GEG,CM,AB,,48,Dr. med.,Wilhelm Reil,,,,,Kairo,Cairo,Q85,"30.044444444444444,31.235833333333332",Egypt,,"Wilhelm Reil|, Dr. med. in Kairo."
205,1877,GEG,CM,AB,,49,Dr.,Fr. Rhys,Professor der keltischen Sprache,Hochschulwesen,,,Oxford,Oxford,Q34217,"51.751944444444,-1.2577777777778",United Kingdom,,"Dr. Fr. Rhys|, Professor der keltischen Sprache in Oxford."
206,1877,GEG,CM,AB,,50,Dr.,Gustav Netzins,Docent an dem Karolinischen Institut,Schulwesen,,,Stockholm,Stockholm,Q1754,"59.329444444444,18.068611111111",Sweden,,"Dr. Gustav Netz ins|, Docent an dem Karolini-schen Institut in Stockholm."
207,1877,GEG,CM,AB,,51,Dr.,Franz Röhl,Professor,Hochschulwesen,,,Königsberg,Kaliningrad,Q1829,"54.716666666667,20.5",Russia,,"Dr. Franz Röhl|, Professor in Königsberg i. Pr."
208,1877,GEG,CM,AB,,52,Dr.,O. Schade,Professor,Hochschulwesen,,,Königsberg,Kaliningrad,Q1829,"54.716666666667,20.5",Russia,,"Dr. O. Schade|, Professor in Königsberg i. Pr."
209,1877,GEG,CM,AB,,53,Dr.,Hermann Suchter,Professor,Hochschulwesen,,,Münster,Münster,Q2742,"51.9625,7.6255555555556",Germany,,"Dr. Hermann Suchter|, Professor in Münster."
210,1877,GEG,CM,AB,,54,Dr.,Bernhard Suphan,,,,,Berlin,Berlin,Q64,"52.516666666667,13.383333333333",Germany,,Dr. Bernhard Suphan| in Berlin.
211,1877,GEG,CM,AB,,55,Dr.,G. Sauerwein,,,,,Banteln bei Hannover,Banteln,Q112937,"52.068055555556,9.7555555555556",Germany,,Dr. G. Sauerwein| in Banteln bei Hannover.
212,1877,GEG,CM,AB,,56,Dr.,W. Thomsen,Professor,Hochschulwesen,,,Kopenhagen,Copenhagen,Q1748,"55.676111111111,12.568888888889",Denmark,,"Dr. W. Thomsen|, Professor in Kopenhagen."
